,title,address,price,price_per_sqm,rooms,sqm
1255,PF inchiriez ap 3 camere zona gheorheni bloc nou,"Marasti, Cluj-Napoca, Cluj",495,7.73,3,64
16,Apartament Pet friendly cu parcare subterana,"Marasti, Cluj-Napoca, Cluj",495,9,2,55
1618,"Apartament 3 camere, decomandat LOC DE PARCARE, Andrei Muresanu","Andrei Muresanu, Cluj-Napoca, Cluj",499,5.87,3,85
1577,"3 camere, Modern, Observator, Sigma, Gradina Botanica, Zorilor","Zorilor, Cluj-Napoca, Cluj",499,6.65,3,75
1644,"Apartament 3 camere, zona Marasti.","Marasti, Cluj-Napoca, Cluj",499,6.74,3,74
24,"APARTAMENT CU CAMERE, PARCARE, MANASTUR","Manastur, Cluj-Napoca, Cluj",499,7.68,3,65
31,"3 camere decomandat, AC, Loc De Parcare, Zona BIG, Manastur","Manastur, Cluj-Napoca, Cluj",499,7.68,3,65
419,"Apartament 2 camere, Spatios 65mp, Parcare,Zona Manastur/Casa Piratilo","Manastur, Cluj-Napoca, Cluj",499,7.68,2,65
599,"APARTAMENT 3 CAMERE ,PARCARE,MARASTI","Intre Lacuri, Cluj-Napoca, Cluj",499,7.68,3,65
623,"3 Camere, Loc de Parcare, AC, Zona Piata Marasti, Kaufland","Marasti, Cluj-Napoca, Cluj",499,7.68,3,65
690,"Oportunitate!Ap 3 camere,TERASA,Parcare Subterana,Zona Marasti/LIDL/Au","Intre Lacuri, Cluj-Napoca, Cluj",499,7.68,3,65
1416,"3 camere, mobilat modern, bloc nou, balcon, parcare, Gheorgheni","Andrei Muresanu, Cluj-Napoca, Cluj",499,7.68,3,65
783,"APARTAMENT 2 CAMERE, PET FRIENDLY, BUNA ZIUA","Buna Ziua, Cluj-Napoca, Cluj",499,8.32,2,60
1249,Apartament cu 2 camere l Zona strazii Oasului l Parcare,"Dambul Rotund, Cluj-Napoca, Cluj",499,8.32,2,60
1317,"2 camere, mobilat modern, bloc nou, terasa, Semicentral,str Burebista","Centru, Cluj-Napoca, Cluj",499,8.32,2,60
1368,"Apartament 2 camere, 60 mp, prima inchiriere, parcare, zona Calea...","Piata Cipariu, Centru, Cluj-Napoca, Cluj",499,8.32,2,60
1583,"La prima închiriere! Apartament modern, luminos și spațios - Cluj","Marasti, Cluj-Napoca, Cluj",499,8.32,2,60
1588,"Apartament ultramodern cu 2 camere. Spatiu, confort și intimitate","Dambul Rotund, Cluj-Napoca, Cluj",499,8.32,2,60
192,"3 Camere, Loc de Parcare, Zona Interservisan, Detunata, Gheorgheni","Gheorgheni, Cluj-Napoca, Cluj",499,8.6,3,58
659,"Oportunitate! Ap 2 camere, 58mp, PARCARE Zona Calea Turzii","Zorilor, Cluj-Napoca, Cluj",499,8.6,2,58
2383,"Apartament 2 camere decomandate 58mp, balcon 6mp, Sopor-Baza Sportiva","Sopor, Cluj-Napoca, Cluj",499,8.6,2,58
1179,"2 camere, mobilat modern, bloc nou, terasa, parcare, Marasti","Bulgaria, Cluj-Napoca, Cluj",499,8.75,2,57
14,"2 camere, TOTUL NOU, decomandat, modern , Semicentral, Cluj Arena","Manastur, Cluj-Napoca, Cluj",499,9.07,2,55
1116,"2 camere decomandate, mobilat modern, bloc izolat termic, in Zorilor","Zorilor, Cluj-Napoca, Cluj",499,9.07,2,55
1647,"Apartament cu 2 camere, decomandat, loc de parcare, Calea Baciului","Dambul Rotund, Cluj-Napoca, Cluj",499,9.07,2,55
1166,"Apartament 2 camere, 54 mp, parcare, zona strazii Dunarii","Strada Dunarii, Intre Lacuri, Cluj-Napoca, Cluj",499,9.24,2,54
1629,"Apartament cu 2 camere, Loc de parcare, Intre Lacuri","Intre Lacuri, Cluj-Napoca, Cluj",499,9.24,2,54
1042,"APARTAMENT CU 2 CAMERE, GRIGORESCU","Grigorescu, Cluj-Napoca, Cluj",499,9.42,2,53
666,"Apart. modern cu 2 camere, terasa, parcare, zona Marasti / Clujana","Bulgaria, Cluj-Napoca, Cluj",499,9.6,2,52
1135,"2 camere, decomandat, modern, balcon, Zorilor, Observatorului","Europa, Cluj-Napoca, Cluj",499,9.6,2,52
1203,"2 camere decomandate, bloc nou mobilat modern, cu parcare, in Zorilor","Zorilor, Cluj-Napoca, Cluj",499,9.6,2,52
1993,2 camere | Grand Park Residence Sopor | Garaj | Balcon,"Strada Georg Freidrich Hegel, Gheorgheni, Cluj-Napoca, Cluj",499,9.6,2,52
319,"2 camere, modern, bloc nou, terasa, parcare, Gheorgheni, Viva City","Gheorgheni, Cluj-Napoca, Cluj",499,9.98,2,50
1097,"2 camere, bloc nou, mobilat modern, cu garaj, terasa, in Zorilor","Buna Ziua, Cluj-Napoca, Cluj",499,9.98,2,50
1227,"2 camere, mobilat modern, bloc nou, parcare, balcon, Calea Turzii","Zorilor, Cluj-Napoca, Cluj",499,9.98,2,50
1271,"APARTAMENT cu 2 camere, DECOMANDAT, MANASTUR","Manastur, Cluj-Napoca, Cluj",499,9.98,2,50
1412,"APARTAMENT 2 CAMERE, MANASTUR","Manastur, Cluj-Napoca, Cluj",499,9.98,2,50
1871,"Apartament 2 camere | 50 mp mobilat, utilat | Garaj | Zona Iulius Mall","Gheorgheni, Cluj-Napoca, Cluj",499,9.98,2,50
42,"2 camere, mobilat modern, bloc nou, terasa, parcare, Buna Ziua, LIDL","Andrei Muresanu, Cluj-Napoca, Cluj",499,10.4,2,48
1,Apartament modern | Bloc lux | zona IULIUS MALL / FSEGA,"Gheorgheni, Cluj-Napoca, Cluj",499,10.85,2,46
197,"2 camere, modern, bloc nou, terasa, parcare, Gheorgheni, VIVA CITY","Intre Lacuri, Cluj-Napoca, Cluj",499,11.09,2,45
1001,"APARTAMENT cu 2 camere decomandat, 2 PARCARI, terasa, INTRE LACURI","Intre Lacuri, Cluj-Napoca, Cluj",499,11.34,2,44
782,"APARTAMENT 2 CAMERE, PARCARE, ANDREI MURESANU","Andrei Muresanu, Cluj-Napoca, Cluj",499,11.88,2,42
1490,2 ROOM APARTMENT | HASDEU | FROM SEPTEMBER,"Strada Remetea, Zorilor, Cluj-Napoca, Cluj",499,11.88,2,42
1010,"APARTAMENT 2 CAMERE, TERASA, GHEORGHENI","Gheorgheni, Cluj-Napoca, Cluj",499,13.13,2,38
1721,"Apartament cu 3 camere, 110 mp, Strada Constantin Mille","Someseni, Cluj-Napoca, Cluj",500,4.17,3,120
997,Apartament cu 3 camere spre închiriere in Grigorescu !,"Marasti, Cluj-Napoca, Cluj",500,4.76,3,105
1952,Apartament decomandat+ balcon deschis- Manastur,"Manastur, Cluj-Napoca, Cluj",500,5.38,2,93
1346,Inchiriez apartament,"Centru, Cluj-Napoca, Cluj",500,5.56,3,90
1702,Apartament 2 camere/ 65mp/ Curte / Parcare/ Casa Piratilor/ Manastur!,"Marasti, Cluj-Napoca, Cluj",500,5.92,2,84.5
702,"3 camere, bloc nou, modern, terasa, garaj, in Andrei Muresanu","Andrei Muresanu, Cluj-Napoca, Cluj",500,6.25,3,80
1961,"Apartament 3 camere, mobilat si utilat, situat in cartierul Marasti!","Strada Dambovitei, Intre Lacuri, Cluj-Napoca, Cluj",500,6.25,3,80
2030,"Apartament cu 3 camere, 80 mp, parcare, zona Expo Transilvania","Strada Dambovitei, Intre Lacuri, Cluj-Napoca, Cluj",500,6.25,3,80
1734,"Apartament in bloc nou, cu parcare, in cartierul Gruia!","Gruia, Cluj-Napoca, Cluj",500,6.41,2,78
1134,"Ap Manastur, Parang | 3 camere | decomandat | 75mp | Zona foarte buna","Strada Parang, Manastur, Cluj-Napoca, Cluj",500,6.67,3,75
1360,"PF inchiriez studiou zona Leroy Marasti, 75 mp, super mobilat","Marasti, Cluj-Napoca, Cluj",500,6.67,1,75
1383,"Inchiriere 3 camere - Zorilor str. Lunii 10, zona: Spital Recuperare","Marasti, Cluj-Napoca, Cluj",500,6.67,3,75
1464,PET FRIENDLY | Apartament 3 Camere Cu Garaj Si Curte | Predeal | Andre,"Andrei Muresanu, Cluj-Napoca, Cluj",500,6.67,3,75
1926,Apartament cu 3 camere Andrei Muresanu,"Andrei Muresanu, Cluj-Napoca, Cluj",500,6.67,3,75
