,title,address,price,price_per_sqm,rooms,sqm
241,"Bloc NOU, 2 Camere, Dec, Bucatarie Inchisa, Comision 0%","Drumul Gura Crivatului, Theodor Pallady, Sectorul 3, Bucuresti",66742.0,1151.0,2,58.0
242,"Ideal pentru investitie! Apartament 2 camere, loc de parcare inclus","Pacurari, Iasi, Iasi",60800.0,1192.0,2,51.0
243,"Bloc NOU, 2 Camere, Dec, Bucatarie Inchisa, Comision 0%","Drumul Gura Crivatului, Theodor Pallady, Sectorul 3, Bucuresti",73200.0,1144.0,2,64.0
244,"Vand garsoniera, zona Aparatorii Patriei","Berceni, Sectorul 4, Bucuresti",37500.0,1136.0,1,33.0
245,"Apartament 2 camere, 57mp, zona strazii Florilor!","Strada Florilor, Floresti, Floresti, Cluj",79500.0,1395.0,2,57.0
246,"Apartament cu 3 camere, 75 mp. , in Manastur","Manastur, Cluj-Napoca, Cluj",137000.0,1827.0,3,75.0
247,"Ideal pentru investitie. Apartament 2 camere, loc de parcare inclus","Pacurari, Iasi, Iasi",53800.0,1196.0,2,45.0
248,"Apartament 2 camere, 50 mp, zona Donath","Strada Alexandru Vlahuta, Grigorescu, Cluj-Napoca, Cluj",145000.0,2900.0,2,50.0
249,"Oportunitate! Apartament la cheie, 2 camere, 57mp, balcon, zona...","Strada Strungarilor, Dambul Rotund, Cluj-Napoca, Cluj",120000.0,2105.0,2,57.0
250,2 camere metrou Berceni Promotie Direct Dezvoltator,"Drumul Fermei, Popesti Leordeni, Ilfov",41900.0,974.0,2,43.0
251,"Apartament 2 camere, pret avantajos, loc de parcare inclus","Pacurari, Iasi, Iasi",52500.0,1193.0,2,44.0
252,"Vanzare apartament 2 camere, Parcului 20, Expozitiei","Sectorul 1, Bucuresti",114800.0,1979.0,2,58.0
253,Apartament 2 camere Metrou Aparatorii Patriei Bloc nou Comision 0,"Drumul Jilavei, Aparatorii Patriei, Sectorul 4, Bucuresti",48300.0,1238.0,2,39.0
254,"Apartament deosebit, 2 camere, 62 mp, zona Vivo!","Strada Valea Garbaului, Faget, Cluj-Napoca, Cluj",135000.0,2177.0,2,62.0
255,"Apartament mobilat si utilat, etaj intermediar, parcare inclusa in...","Strada Urusagului, Floresti, Floresti, Cluj",71500.0,1663.0,2,43.0
256,2 camere bloc nou langa metrou Berceni Direct Dezvoltator,"Drumul Fermei, Popesti Leordeni, Ilfov",43900.0,1021.0,2,43.0
257,"Apartament 3 cam, 68 mp, gradina 63 mp, 2 parcari, zona Stejarului","Strada Stejarului, Floresti, Cluj",129000.0,1897.0,3,68.0
258,"Apartament modern, zona linistita, parcare subterana, etaj intermediar","Strada Teilor, Floresti, Cluj",64500.0,1613.0,2,40.0
259,Garsoniera metrou Aparatorii Patriei gata de mutare 38mp utili,"Strada Mosoaia, IMGB, Sectorul 4, Bucuresti",48000.0,1263.0,1,38.0
260,Berceni-Metrou Aparatorii Patriei-Apartament 2 camere-Pret Promotional,"Aparatorii Patriei, Sectorul 4, Bucuresti",48900.0,1052.0,2,46.5
261,Berceni Metrou Berceni-Apartament 2 camere decomandat-Acte Gata,"Popesti Leordeni, Ilfov",65080.0,1228.0,2,53.0
262,Berceni-Aparatorii Patriei-Apartament 2 camere-promotie,"Aparatorii Patriei, Sectorul 4, Bucuresti",48900.0,1052.0,2,46.5
263,Berceni-Metrou Berceni-Garsoniera decomandata,"Popesti Leordeni, Ilfov",39900.0,1078.0,1,37.0
264,Berceni-Metrou Berceni-Apartament 3 camere,"Strada Biruintei, IMGB, Sectorul 4, Bucuresti",73200.0,1200.0,3,61.0
265,Berceni-Metrou Berceni(300 metri)-Garsoniera decomadata-Super pret,"Strada Biruintei, IMGB, Sectorul 4, Bucuresti",47000.0,1237.0,1,38.0
266,Berceni-Metrou Berceni-Garsoniera decomadata-Super Pret,"Strada Biruintei, IMGB, Sectorul 4, Bucuresti",39900.0,1078.0,1,37.0
267,Berceni-Metrou Berceni-Apartament 2 camere decomandat-ACTE GATA,"Strada Biruintei, IMGB, Sectorul 4, Bucuresti",60500.0,1043.0,2,58.0
268,"București, Calea 13 Septembrie","Uranus, Sectorul 5, Bucuresti",86000.0,1483.0,2,58.0
269,Garsoniera suprafata generoasa metrou Berceni direct dezvoltator,"Strada Biruintei, Popesti Leordeni, Ilfov",39900.0,1023.0,1,39.0
270,Imediata,"Strada Smardan, Bragadiru, Ilfov",89000.0,1072.0,3,83.0
271,PF Apartament 61mp utili | Clujana | Piata 1 Mai,"Marasti, Cluj-Napoca, Cluj",189000.0,3098.0,2,61.0
272,Apartament 2 camere cu gradina 90 mp-Mobilat si Utilat-Mc Donalds,"Strada Sperantei, Bragadiru, Ilfov",74900.0,1314.0,2,57.0
273,Garsoniera gata de mutare bloc nou metrou Berceni 41mp utili,"Strada Biruintei, Popesti Leordeni, Ilfov",41900.0,1022.0,1,41.0
